Part_ID,Part_Name,Equipment_Family_ID,Equipment_Family,Equipment_Model,Part_Category_ID,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,Target_Service_Level,Avg_Weekly_Demand_Seed,ABC_Class,Source_Context,Movement_Class,Movement_Lines_36M,Annual_Lines,Avg_Monthly_Lines,Cumulative_Movement_%,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Min_Dimension_mm,Stock_Managed,Avg_Daily_Qty,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Max_Stock_Qty,Stock_Qty,Total_Qty_36M,Total_Volume_cm3,XYZ_Class,Avg_Weekly_Demand,Demand_CV,Available_Qty,Estimated_Inventory_Value
TE-CMP-0121,Brake Tester Jaw Cover,TE,Technical Control,Brake Tester,CMP,"Clamps, jaws & tooling",regular,Critical,SUP-020,EU,335.0,Small Rack,Active,0.985,0.467,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-Z22,B,22,66,99,144,99,22,1,0.093,1.3,1,2,3,2,73,432,Z,0.0961538461538462,5.51315143177452,2,670.0
WA-PNE-0906,Exact Precision Solenoid Valve,WA,Wheel Aligner,Exact Precision,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-013,North America,350.0,Small Rack,Active,0.97,0.467,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-N32,B,32,139,84,374,139,32,1,0.093,2.7,3,5,9,7,73,3366,Z,0.0448717948717949,6.37560359997306,7,2450.0
TC-PNE-0861,Artiglio Master Manifold Valve,TC,Tyre Changer,Artiglio Master,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-002,Italy,150.0,Small Rack,Active,0.94,0.49,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-C32,E,274,285,104,8121,285,104,1,0.098,1.0,2,3,5,4,77,40605,Z,0.0641025641025641,5.2206043402483,4,600.0
WB-BRG-0619,ET Series Main Shaft,WB,Wheel Balancer,ET Series,BRG,Bearings & shafts,regular,Low,SUP-010,EU,115.0,Bin,Active,0.9,0.954,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-G12,D,265,141,111,4148,265,111,1,0.191,1.1,1,3,6,5,149,24888,Z,0.153846153846154,4.85034085932246,5,575.0
VL-BRG-0867,Scissor Lift Bearing Set,VL,Vehicle Lift,Scissor Lift,BRG,Bearings & shafts,regular,Medium,SUP-013,North America,255.0,Bin,Active,0.94,0.838,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-Z21,D,143,100,124,1773,143,100,1,0.168,2.7,3,6,10,10,131,17730,Z,0.0512820512820513,5.77396827817917,10,2550.0
WA-SNS-0265,Camera Aligner Speed Sensor,WA,Wheel Aligner,Camera Aligner,SNS,"Sensors, encoders & switches",intermittent,High,SUP-012,Italy,300.0,Electronics Cage,Active,0.97,0.488,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-H07,D,172,88,24,363,172,24,1,0.098,1.0,1,2,4,2,77,1452,Z,0.262820512820513,2.66822090787581,2,600.0
TC-SNS-0055,Basic Line TC Calibration Sensor,TC,Tyre Changer,Basic Line TC,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-016,EU,550.0,Electronics Cage,Active,0.94,0.463,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-N96,D,173,233,147,5925,233,147,1,0.093,1.1,1,2,4,5,73,23700,Z,0.115384615384615,5.82098539490884,5,2750.0
TC-SNS-0070,A2024 LL Limit Switch,TC,Tyre Changer,A2024 LL,SNS,"Sensors, encoders & switches",intermittent,High,SUP-010,EU,240.0,Electronics Cage,Active,0.97,0.429,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-S23,ORANGE,972,624,604,366343,972,604,0,0.086,1.1,1,2,3,3,67,1099029,Z,0.0,,3,720.0
TC-SNS-0191,HD1200 Truck Limit Switch,TC,Tyre Changer,HD1200 Truck,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,355.0,Electronics Cage,Active,0.94,0.421,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-N77,D,152,170,99,2558,170,99,0,0.084,1.0,2,3,5,4,66,12790,Z,0.0,,4,1420.0
TC-SNS-0162,HD1200 Truck Load Cell,TC,Tyre Changer,HD1200 Truck,SNS,"Sensors, encoders & switches",intermittent,Critical,SUP-014,Eastern Europe,270.0,Electronics Cage,Active,0.985,0.424,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A56,B,91,61,11,61,91,11,0,0.085,1.6,2,3,5,2,67,305,Z,0.0,,3,810.0
VL-PNE-0803,Two-Post Lift Solenoid Valve,VL,Vehicle Lift,Two-Post Lift,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-008,EU,230.0,Small Rack,Active,0.94,0.447,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L58,E,248,206,88,4496,248,88,0,0.089,1.1,2,3,4,4,70,17984,Z,0.0256410256410256,8.80322521542806,4,920.0
VL-SNS-0079,Scissor Lift Limit Switch,VL,Vehicle Lift,Scissor Lift,SNS,"Sensors, encoders & switches",intermittent,High,SUP-009,Italy,490.0,Electronics Cage,Active,0.97,0.422,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-T72,D,249,232,134,7741,249,134,0,0.084,1.0,2,3,6,6,66,46446,Z,0.0064102564102564,12.4899959967968,6,2940.0
WB-PNE-0687,EM 9000 Pressure Switch,WB,Wheel Balancer,EM 9000,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-012,Italy,205.0,Small Rack,Active,0.94,0.45,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A05,B,86,25,62,133,86,25,0,0.09,1.0,1,2,4,4,71,532,Z,0.0,,4,820.0
TE-SNS-0250,Test Lane Encoder Sensor,TE,Technical Control,Test Lane,SNS,"Sensors, encoders & switches",intermittent,High,SUP-001,Italy,310.0,Electronics Cage,Active,0.97,0.428,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C65,D,149,132,75,1475,149,75,0,0.086,1.0,1,2,3,2,67,4425,Z,0.0064102564102564,12.4899959967968,2,620.0
TC-SNS-0975,Basic Line TC Encoder Sensor,TC,Tyre Changer,Basic Line TC,SNS,"Sensors, encoders & switches",intermittent,Critical,SUP-003,EU,220.0,Electronics Cage,Active,0.985,0.438,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L98,D,283,229,46,2981,283,46,0,0.088,1.0,1,2,4,1,69,11924,Z,0.0,,4,880.0
WA-HYD-0315,Exact Precision Pressure Valve,WA,Wheel Aligner,Exact Precision,HYD,"Hydraulic pumps, hoses & seals",intermittent,Low,SUP-011,EU,215.0,Small Rack,Active,0.9,0.454,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-B41,VER,994,508,75,37871,994,75,0,0.091,1.0,1,2,4,3,71,151484,Z,0.0384615384615385,9.28543778390172,3,645.0
AD-SNS-0931,Diagnostic Console Speed Sensor,AD,ADAS & Diagnosis,Diagnostic Console,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-014,Eastern Europe,100.0,Electronics Cage,New,0.94,0.485,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-T13,D,134,154,54,1114,154,54,0,0.097,1.6,2,3,4,4,76,4456,Z,0.0128205128205128,12.4899959967968,4,400.0
WB-PNE-0107,Eyelight Manifold Valve,WB,Wheel Balancer,Eyelight,PNE,Pneumatic valves & cylinders,intermittent,Low,SUP-012,Italy,190.0,Small Rack,Active,0.9,0.454,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L90,E,154,143,42,925,154,42,0,0.091,1.0,1,2,3,3,71,2775,Z,0.0,,3,570.0
TC-BRG-0979,A2024 LL Hub Shaft,TC,Tyre Changer,A2024 LL,BRG,Bearings & shafts,regular,Critical,SUP-013,North America,145.0,Bin,Active,0.985,0.459,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-B53,B,98,134,72,946,134,72,0,0.092,2.7,2,4,6,3,72,5676,Z,0.0,,5,725.0
VL-HYD-0462,ERCO Lift Hydraulic Seal Kit,VL,Vehicle Lift,ERCO Lift,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-016,EU,570.0,Small Rack,Phase-out,0.97,0.43,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-M16,PALLET,998,724,582,420525,998,582,0,0.086,1.1,1,2,4,4,68,1682100,Z,0.0,,4,2280.0
TC-HYD-0064,Artiglio Master Hose Coupling,TC,Tyre Changer,Artiglio Master,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-018,EU,680.0,Small Rack,Active,0.94,0.427,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-E58,PALLET,1165,502,396,231593,1165,396,0,0.085,1.3,2,3,5,3,67,1157965,Z,0.0,,3,2040.0
AD-SNS-0357,Camera Calibration Load Cell,AD,ADAS & Diagnosis,Camera Calibration,SNS,"Sensors, encoders & switches",intermittent,High,SUP-001,Italy,185.0,Electronics Cage,Active,0.97,0.459,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-E85,E,295,198,16,935,295,16,1,0.092,1.0,1,2,4,1,72,3740,Z,0.0,,2,370.0
WA-SNS-0493,REMO Limit Switch,WA,Wheel Aligner,REMO,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-010,EU,215.0,Electronics Cage,Active,0.94,0.404,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-P20,B,75,54,116,470,116,54,0,0.081,1.1,1,2,4,4,64,1880,Z,0.0,,4,860.0
VL-PNE-0565,Alignment Lift Pressure Switch,VL,Vehicle Lift,Alignment Lift,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-017,EU,385.0,Small Rack,Active,0.97,0.371,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D93,F,466,259,77,9293,466,77,1,0.074,1.0,1,2,3,2,58,27879,Z,0.0,,2,770.0
VL-HYD-0784,Alignment Lift Pressure Valve,VL,Vehicle Lift,Alignment Lift,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-010,EU,770.0,Small Rack,New,0.97,0.358,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-E80,PALLET,827,706,633,369585,827,633,0,0.072,1.1,1,2,3,2,56,1108755,Z,0.0,,2,1540.0
WB-CMP-0232,EM 9000 Cone Adaptor,WB,Wheel Balancer,EM 9000,CMP,"Clamps, jaws & tooling",regular,Critical,SUP-007,Eastern Europe,495.0,Small Rack,Active,0.985,0.379,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Z19,B,87,55,56,268,87,55,1,0.076,1.4,1,2,3,3,60,804,Z,0.0,,3,1485.0
TE-PNE-0053,Suspension Tester Manifold Valve,TE,Technical Control,Suspension Tester,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-003,EU,275.0,Small Rack,Active,0.97,0.398,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y63,B,41,85,25,87,85,25,0,0.08,1.0,1,2,4,3,63,348,Z,0.0,,3,825.0
WB-PNE-0886,EM 9000 Manifold Valve,WB,Wheel Balancer,EM 9000,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-012,Italy,305.0,Small Rack,Active,0.94,0.392,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q83,F,349,563,63,12379,563,63,0,0.078,1.0,1,2,4,3,62,49516,Z,0.0256410256410256,7.60729700629176,3,915.0
TC-PNE-0371,HD1200 Truck Pneumatic Cylinder,TC,Tyre Changer,HD1200 Truck,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-018,EU,160.0,Small Rack,Active,0.97,0.427,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D94,D,81,221,68,1217,221,68,0,0.085,1.3,1,2,4,4,67,4868,Z,0.0,,4,640.0
TC-SNS-0548,Basic Line TC Position Sensor,TC,Tyre Changer,Basic Line TC,SNS,"Sensors, encoders & switches",intermittent,High,SUP-009,Italy,470.0,Electronics Cage,Active,0.97,0.388,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y55,B,116,118,62,849,118,62,0,0.078,1.0,1,2,4,1,61,3396,Z,0.0192307692307692,9.28543778390172,3,1410.0
WB-SNS-0496,Mobile Balancer Encoder Sensor,WB,Wheel Balancer,Mobile Balancer,SNS,"Sensors, encoders & switches",intermittent,High,SUP-012,Italy,135.0,Electronics Cage,Active,0.97,0.428,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A18,E,121,362,55,2409,362,55,1,0.086,1.0,1,2,4,5,67,9636,Z,0.0,,5,675.0
TC-SNS-0868,Basic Line TC Position Sensor,TC,Tyre Changer,Basic Line TC,SNS,"Sensors, encoders & switches",intermittent,High,SUP-007,Eastern Europe,470.0,Electronics Cage,Active,0.97,0.388,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-P33,ORANGE,988,736,605,439937,988,605,1,0.078,1.4,2,3,4,1,61,1759748,Z,0.0,,2,940.0
TC-SNS-0652,Basic Line TC Load Cell,TC,Tyre Changer,Basic Line TC,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-005,Eastern Europe,195.0,Electronics Cage,Active,0.94,0.418,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y70,D,185,111,83,1704,185,83,1,0.084,1.4,1,2,4,5,66,6816,Z,0.0,,5,975.0
TC-SNS-0332,Artiglio Master Calibration Sensor,TC,Tyre Changer,Artiglio Master,SNS,"Sensors, encoders & switches",intermittent,High,SUP-008,EU,590.0,Electronics Cage,New,0.97,0.4,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-S78,D,88,141,38,472,141,38,0,0.08,1.1,1,2,4,3,63,1888,Z,0.0,,3,1770.0
VL-HYD-0972,Alignment Lift Lift Cylinder Seal,VL,Vehicle Lift,Alignment Lift,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-005,Eastern Europe,250.0,Small Rack,Active,0.97,0.423,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-M09,ORANGE,713,861,242,148562,861,242,0,0.085,1.4,1,2,3,4,66,445686,Z,0.0,,4,1000.0
VL-PNE-0092,Scissor Lift Manifold Valve,VL,Vehicle Lift,Scissor Lift,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-006,EU,160.0,Small Rack,Active,0.94,0.428,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-C77,F,331,421,196,27313,421,196,1,0.086,1.0,1,2,4,2,67,109252,Z,0.0,,2,320.0
VL-BRG-0439,Two-Post Lift Spindle Bearing,VL,Vehicle Lift,Two-Post Lift,BRG,Bearings & shafts,regular,Medium,SUP-007,Eastern Europe,100.0,Bin,Active,0.94,0.979,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-P70,E,389,233,76,6888,389,76,1,0.196,1.4,2,4,8,10,153,55104,Z,0.0512820512820513,6.18426723956223,10,1000.0
WA-PNE-0578,3D Aligner Air Hose Set,WA,Wheel Aligner,3D Aligner,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-016,EU,195.0,Small Rack,Active,0.94,0.377,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L35,ORANGE,1169,511,412,246112,1169,412,0,0.075,1.1,1,2,4,4,59,984448,Z,0.0,,4,780.0
WB-HYD-0185,ET Series Hydraulic Hose,WB,Wheel Balancer,ET Series,HYD,"Hydraulic pumps, hoses & seals",intermittent,Low,SUP-016,EU,680.0,Small Rack,Active,0.9,0.34,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q26,E,315,211,66,4387,315,66,0,0.068,1.1,1,2,3,4,54,13161,Z,0.0,,4,2720.0
WB-CAB-0962,Eyelight Signal Cable,WB,Wheel Balancer,Eyelight,CAB,"Cables, connectors & harnesses",intermittent,Low,SUP-002,Italy,220.0,Bin,Active,0.9,0.366,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y21,E,188,164,151,4656,188,151,1,0.073,1.0,1,2,4,4,58,18624,Z,0.0256410256410256,12.4899959967968,4,880.0
AD-SNS-0505,Diagnostic Console Calibration Sensor,AD,ADAS & Diagnosis,Diagnostic Console,SNS,"Sensors, encoders & switches",intermittent,Low,SUP-009,Italy,185.0,Electronics Cage,Phase-out,0.9,0.374,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L64,F,483,211,52,5299,483,52,0,0.075,1.0,1,2,3,2,59,15897,Z,0.0,,2,370.0
TE-PNE-0438,Suspension Tester Air Hose Set,TE,Technical Control,Suspension Tester,PNE,Pneumatic valves & cylinders,intermittent,Low,SUP-004,EU,145.0,Small Rack,Phase-out,0.9,0.39,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D39,F,363,383,48,6673,383,48,0,0.078,1.0,1,2,3,2,61,20019,Z,0.0064102564102564,12.4899959967968,2,290.0
TC-BLT-0514,Basic Line TC Belt Tensioner,TC,Tyre Changer,Basic Line TC,BLT,Belts & pulleys,regular,Low,SUP-011,EU,105.0,Bin,Active,0.9,1.048,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-Z35,B,49,149,66,482,149,49,1,0.21,1.0,3,5,9,10,164,4338,Z,0.0512820512820513,5.77396827817917,10,1050.0
TC-BRG-0186,Basic Line TC Hub Shaft,TC,Tyre Changer,Basic Line TC,BRG,Bearings & shafts,regular,High,SUP-020,EU,105.0,Bin,Active,0.97,1.034,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-A24,B,22,87,29,56,87,22,1,0.207,1.3,4,6,9,7,162,504,Z,0.0320512820512821,5.51315143177452,7,735.0
TC-BRG-0274,A2024 LL Roller Bearing,TC,Tyre Changer,A2024 LL,BRG,Bearings & shafts,regular,Medium,SUP-017,EU,90.0,Bin,Active,0.94,1.038,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-D70,D,258,220,53,3008,258,53,1,0.208,1.0,3,5,7,3,162,21056,Z,0.0512820512820513,8.51999545660942,5,450.0
AD-CMP-0039,Camera Calibration Wheel Clamp,AD,ADAS & Diagnosis,Camera Calibration,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-008,EU,485.0,Small Rack,Active,0.94,0.82,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-I54,E,282,249,55,3862,282,55,1,0.164,1.1,2,3,4,1,128,15448,Z,0.0256410256410256,7.60729700629176,3,1455.0
TC-CMP-0346,Basic Line TC Bead Breaker Pad,TC,Tyre Changer,Basic Line TC,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-001,Italy,200.0,Small Rack,Active,0.94,0.891,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-Q60,E,291,183,45,2396,291,45,1,0.178,1.0,1,2,4,4,139,9584,Z,0.121794871794872,6.61743175275822,4,800.0
WB-BLT-0427,ET Series Poly-V Belt,WB,Wheel Balancer,ET Series,BLT,Belts & pulleys,regular,Low,SUP-010,EU,90.0,Bin,Active,0.9,0.996,A,Anonymised/reconstructed warehouse transition dataset,D,0,0.0,0.0,100.0,R-N60,D,126,209,105,2765,209,105,1,0.199,1.1,2,4,8,6,156,22120,Z,0.0961538461538462,4.69267101876134,6,540.0
TE-HYD-0249,Brake Tester Hose Coupling,TE,Technical Control,Brake Tester,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-004,EU,445.0,Small Rack,Active,0.97,0.349,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-N73,D,267,128,51,1743,267,51,0,0.07,1.0,1,2,4,3,55,6972,Z,0.0,,3,1335.0
TE-SNS-0914,Suspension Tester Limit Switch,TE,Technical Control,Suspension Tester,SNS,"Sensors, encoders & switches",intermittent,High,SUP-001,Italy,445.0,Electronics Cage,Active,0.97,0.365,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-P56,E,323,130,117,4913,323,117,0,0.073,1.0,1,2,3,2,57,14739,Z,0.0256410256410256,7.60729700629176,2,890.0
WA-PNE-0125,Camera Aligner Pneumatic Cylinder,WA,Wheel Aligner,Camera Aligner,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-009,Italy,125.0,Small Rack,Active,0.94,0.411,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-D50,VER,777,430,143,47778,777,143,0,0.082,1.0,1,2,3,1,65,143334,Z,0.0,,2,250.0
VL-SNS-0504,Two-Post Lift Encoder Sensor,VL,Vehicle Lift,Two-Post Lift,SNS,"Sensors, encoders & switches",intermittent,High,SUP-007,Eastern Europe,150.0,Electronics Cage,Active,0.97,0.403,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-A91,B,144,143,34,700,144,34,1,0.081,1.4,1,2,4,2,63,2800,Z,0.0,,2,300.0
WB-SNS-0879,Mobile Balancer Load Cell,WB,Wheel Balancer,Mobile Balancer,SNS,"Sensors, encoders & switches",intermittent,High,SUP-014,Eastern Europe,330.0,Electronics Cage,Active,0.97,0.369,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-G70,VER,1324,616,102,83190,1324,102,0,0.074,1.6,2,3,6,3,58,499140,Z,0.0,,3,990.0
TC-SNS-0553,Basic Line TC Encoder Sensor,TC,Tyre Changer,Basic Line TC,SNS,"Sensors, encoders & switches",intermittent,Critical,SUP-017,EU,180.0,Electronics Cage,Active,0.985,0.344,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-S48,B,147,91,87,1164,147,87,0,0.069,1.0,1,2,4,3,54,4656,Z,0.0256410256410256,9.85507892637909,3,540.0
TC-PNE-0892,HD1200 Truck Pressure Switch,TC,Tyre Changer,HD1200 Truck,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-014,Eastern Europe,410.0,Small Rack,Active,0.94,0.309,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-G21,ORANGE,1151,425,126,61636,1151,126,0,0.062,1.6,1,2,4,3,49,246544,Z,0.0,,2,820.0
VL-SNS-0167,ERCO Lift Load Cell,VL,Vehicle Lift,ERCO Lift,SNS,"Sensors, encoders & switches",intermittent,Low,SUP-005,Eastern Europe,305.0,Electronics Cage,Phase-out,0.9,0.32,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L26,B,102,147,54,810,147,54,0,0.064,1.4,1,2,4,3,50,3240,Z,0.0,,3,915.0
AD-SNS-0146,Camera Calibration Load Cell,AD,ADAS & Diagnosis,Camera Calibration,SNS,"Sensors, encoders & switches",intermittent,High,SUP-002,Italy,220.0,Electronics Cage,Active,0.97,0.334,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-E88,B,125,136,73,1241,136,73,0,0.067,1.0,1,2,3,3,53,3723,Z,0.0,,3,660.0
TC-HYD-0446,Artiglio Master Hose Coupling,TC,Tyre Changer,Artiglio Master,HYD,"Hydraulic pumps, hoses & seals",intermittent,Critical,SUP-003,EU,465.0,Small Rack,Active,0.985,0.318,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Y19,ORANGE,881,532,633,296682,881,532,0,0.064,1.0,1,2,4,2,50,1186728,Z,0.0,,2,930.0
AD-HYD-0086,Camera Calibration Hydraulic Hose,AD,ADAS & Diagnosis,Camera Calibration,HYD,"Hydraulic pumps, hoses & seals",intermittent,Critical,SUP-013,North America,370.0,Small Rack,Active,0.985,0.324,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-N61,E,388,280,121,13145,388,121,1,0.065,2.7,2,3,5,6,51,65725,Z,0.0,,6,2220.0
AD-SNS-0987,SCE Calibration Limit Switch,AD,ADAS & Diagnosis,SCE Calibration,SNS,"Sensors, encoders & switches",intermittent,High,SUP-014,Eastern Europe,280.0,Electronics Cage,Active,0.97,0.337,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-I33,B,42,116,111,541,116,42,0,0.067,1.6,1,2,3,2,53,1623,Z,0.0,,2,560.0
TC-HYD-0225,HD1200 Truck Lift Cylinder Seal,TC,Tyre Changer,HD1200 Truck,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-019,EU,225.0,Small Rack,Active,0.97,0.341,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L71,F,535,461,163,40202,535,163,0,0.068,1.0,1,2,3,3,54,120606,Z,0.0192307692307692,7.16442825758375,3,675.0
TE-PNE-0561,Test Lane Solenoid Valve,TE,Technical Control,Test Lane,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-014,Eastern Europe,185.0,Small Rack,Active,0.94,0.343,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-M41,PALLET,1068,533,657,373993,1068,533,0,0.069,1.6,1,2,4,4,54,1495972,Z,0.0,,4,740.0
TC-HYD-0192,HD1200 Truck Pressure Valve,TC,Tyre Changer,HD1200 Truck,HYD,"Hydraulic pumps, hoses & seals",intermittent,Critical,SUP-004,EU,160.0,Small Rack,Active,0.985,0.364,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-G86,E,169,285,120,5780,285,120,1,0.073,1.0,2,3,6,3,57,34680,Z,0.0,,3,480.0
TC-HYD-0392,Artiglio Master Hydraulic Hose,TC,Tyre Changer,Artiglio Master,HYD,"Hydraulic pumps, hoses & seals",intermittent,Critical,SUP-003,EU,435.0,Small Rack,Phase-out,0.985,0.329,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-Q70,D,285,229,15,979,285,15,0,0.066,1.0,1,2,4,4,52,3916,Z,0.0,,4,1740.0
AD-HYD-0692,Radar Calibration Hydraulic Seal Kit,AD,ADAS & Diagnosis,Radar Calibration,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-019,EU,145.0,Small Rack,Active,0.94,0.363,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-L85,E,397,170,165,11136,397,165,1,0.073,1.0,1,2,3,2,57,33408,Z,0.0128205128205128,8.80322521542806,2,290.0
TC-HYD-0128,HD1200 Truck Pump Assembly,TC,Tyre Changer,HD1200 Truck,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-003,EU,300.0,Small Rack,Phase-out,0.94,0.353,A,Anonymised/reconstructed warehouse transition dataset,NC,0,0.0,0.0,100.0,R-B16,E,345,170,48,2815,345,48,0,0.071,1.0,1,2,4,4,56,11260,Z,0.0064102564102564,12.4899959967968,4,1200.0
