Part_ID,Part_Name,Equipment_Family,Equipment_Model,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,ABC_Class,Movement_Class,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Stock_Managed
TE-HYD-0922,Test Lane Flow Valve,Technical Control,Test Lane,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-013,North America,100.0,Small Rack,Active,B,NC,R-E85,F,277,196,146,7927,277,1
TC-SNS-0910,A2024 LL Speed Sensor,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,Medium,SUP-015,EU,205.0,Electronics Cage,Active,A,NC,R-H55,D,202,247,140,6985,247,1
WB-CAB-0839,ET Series Ribbon Cable,Wheel Balancer,ET Series,"Cables, connectors & harnesses",intermittent,Critical,SUP-009,Italy,90.0,Bin,New,B,NC,R-I47,E,195,350,60,4095,350,1
VL-SNS-0528,Alignment Lift Proximity Switch,Vehicle Lift,Alignment Lift,"Sensors, encoders & switches",intermittent,Medium,SUP-004,EU,44.62,Electronics Cage,Active,B,NC,R-S48,D,293,237,78,5416,293,0
AD-HYD-0674,Camera Calibration Flow Valve,ADAS & Diagnosis,Camera Calibration,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-018,EU,130.0,Small Rack,Active,A,NC,R-Q82,VER,892,334,40,11917,892,0
TC-HYD-0051,A2024 LL Flow Valve,Tyre Changer,A2024 LL,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-015,EU,330.0,Small Rack,New,A,NC,R-L60,D,148,178,100,2634,178,1
AD-PNE-0995,Radar Calibration Solenoid Valve,ADAS & Diagnosis,Radar Calibration,Pneumatic valves & cylinders,intermittent,Critical,SUP-004,EU,180.0,Small Rack,Active,A,NC,R-F12,PALLET,1196,615,772,567837,1196,0
WB-PNE-0777,EM 9000 Manifold Valve,Wheel Balancer,EM 9000,Pneumatic valves & cylinders,intermittent,Medium,SUP-017,EU,110.0,Small Rack,Active,B,NC,R-B07,D,246,173,124,5277,246,0
VL-PNE-0430,Alignment Lift Air Hose Set,Vehicle Lift,Alignment Lift,Pneumatic valves & cylinders,intermittent,Low,SUP-016,EU,325.0,Small Rack,Active,A,NC,R-T03,VER,719,693,60,29896,719,0
TE-PNE-0304,Suspension Tester Air Hose Set,Technical Control,Suspension Tester,Pneumatic valves & cylinders,intermittent,Medium,SUP-002,Italy,350.0,Small Rack,Active,A,NC,R-P03,VER,1116,276,31,9548,1116,0
TC-SNS-0660,HD1200 Truck Proximity Switch,Tyre Changer,HD1200 Truck,"Sensors, encoders & switches",intermittent,High,SUP-005,Eastern Europe,46.63,Electronics Cage,Active,C,NC,R-Z40,D,182,180,30,983,182,1
TC-CAB-0143,Basic Line TC Power Cable,Tyre Changer,Basic Line TC,"Cables, connectors & harnesses",intermittent,Medium,SUP-017,EU,27.46,Bin,Active,C,NC,R-F33,B,77,104,97,777,104,0
TC-PNE-0880,Artiglio Master Air Hose Set,Tyre Changer,Artiglio Master,Pneumatic valves & cylinders,intermittent,Critical,SUP-012,Italy,75.0,Small Rack,Active,B,NC,R-A08,D,99,140,47,651,140,0
TE-CAB-0255,Suspension Tester Power Cable,Technical Control,Suspension Tester,"Cables, connectors & harnesses",intermittent,Low,SUP-013,North America,19.97,Bin,Active,C,NC,R-E32,E,267,144,144,5537,267,1
TC-PNE-0695,Basic Line TC Air Regulator,Tyre Changer,Basic Line TC,Pneumatic valves & cylinders,intermittent,Medium,SUP-004,EU,215.0,Small Rack,Active,A,NC,R-T04,F,370,595,45,9907,595,1
AD-HYD-0698,Radar Calibration Flow Valve,ADAS & Diagnosis,Radar Calibration,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-009,Italy,240.0,Small Rack,Active,A,NC,R-F19,E,288,344,15,1486,344,0
TE-HYD-0210,Brake Tester Lift Cylinder Seal,Technical Control,Brake Tester,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-009,Italy,90.0,Small Rack,Active,B,NC,R-I12,E,380,132,161,8076,380,0
TC-SNS-0012,Artiglio Master Load Cell,Tyre Changer,Artiglio Master,"Sensors, encoders & switches",intermittent,Critical,SUP-003,EU,380.0,Electronics Cage,Active,A,NC,R-M46,B,67,76,119,606,119,0
WB-HYD-0823,Mobile Balancer Flow Valve,Wheel Balancer,Mobile Balancer,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-015,EU,285.0,Small Rack,Active,A,NC,R-T01,D,114,155,103,1820,155,0
WB-PNE-0206,ET Series Air Regulator,Wheel Balancer,ET Series,Pneumatic valves & cylinders,intermittent,Low,SUP-002,Italy,145.0,Small Rack,Active,B,NC,R-P21,VER,760,731,51,28334,760,0
WB-CAB-0533,Eyelight Sensor Harness,Wheel Balancer,Eyelight,"Cables, connectors & harnesses",intermittent,Low,SUP-004,EU,26.82,Bin,Active,C,NC,R-P34,E,324,304,145,14282,324,0
WB-SNS-0061,ET Series Load Cell,Wheel Balancer,ET Series,"Sensors, encoders & switches",intermittent,Critical,SUP-014,Eastern Europe,145.0,Electronics Cage,Active,B,NC,R-D28,VER,1320,717,188,177931,1320,0
WA-SNS-0859,Exact Precision Position Sensor,Wheel Aligner,Exact Precision,"Sensors, encoders & switches",intermittent,High,SUP-015,EU,165.0,Electronics Cage,Active,A,NC,R-F95,D,148,183,25,677,183,0
WB-PNE-0382,Mobile Balancer Air Regulator,Wheel Balancer,Mobile Balancer,Pneumatic valves & cylinders,intermittent,Medium,SUP-016,EU,38.44,Small Rack,Phase-out,C,NC,R-E25,VER,1383,581,138,110886,1383,0
TC-HYD-0487,Basic Line TC Pump Assembly,Tyre Changer,Basic Line TC,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-020,EU,31.52,Small Rack,Active,C,NC,R-C97,E,158,208,126,4141,208,0
WA-PNE-0671,3D Aligner Manifold Valve,Wheel Aligner,3D Aligner,Pneumatic valves & cylinders,intermittent,Medium,SUP-012,Italy,140.0,Small Rack,Active,A,NC,R-D25,VER,1314,421,166,91830,1314,0
VL-HYD-1000,Scissor Lift Hose Coupling,Vehicle Lift,Scissor Lift,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-020,EU,120.0,Small Rack,Active,B,NC,R-B26,D,294,207,86,5234,294,1
TC-MTR-0395,A2024 LL Gear Motor,Tyre Changer,A2024 LL,"Motors, drives & gearboxes",rare_critical,High,SUP-006,EU,1930.0,Heavy Rack,Active,A,NC,R-E61,E,307,134,50,2057,307,0
VL-PCB-0489,Alignment Lift Power Supply Board,Vehicle Lift,Alignment Lift,Control boards & displays,rare_critical,High,SUP-013,North America,1130.0,Electronics Cage,Active,A,NC,R-I50,ORANGE,924,613,307,173888,924,0
WA-PCB-0411,Camera Aligner Display Module,Wheel Aligner,Camera Aligner,Control boards & displays,rare_critical,High,SUP-019,EU,560.0,Electronics Cage,Active,A,NC,R-F83,B,93,43,86,344,93,0
WB-PNE-0817,Mobile Balancer Manifold Valve,Wheel Balancer,Mobile Balancer,Pneumatic valves & cylinders,intermittent,High,SUP-014,Eastern Europe,50.0,Small Rack,Active,B,NC,R-N11,F,554,325,26,4681,554,1
TE-SNS-0716,Inspection Line Proximity Switch,Technical Control,Inspection Line,"Sensors, encoders & switches",intermittent,Medium,SUP-017,EU,295.0,Electronics Cage,Active,A,NC,R-B47,ORANGE,1115,489,552,300970,1115,0
TC-SNS-0852,A2024 LL Proximity Switch,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,Critical,SUP-014,Eastern Europe,475.0,Electronics Cage,Active,A,NC,R-N73,B,79,74,20,117,79,0
TC-SNS-0023,Basic Line TC Limit Switch,Tyre Changer,Basic Line TC,"Sensors, encoders & switches",intermittent,High,SUP-018,EU,150.0,Electronics Cage,Phase-out,A,NC,R-B86,D,297,108,160,5132,297,0
TC-SNS-0007,A2024 LL Position Sensor,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,Low,SUP-001,Italy,190.0,Electronics Cage,Active,A,NC,R-C76,VER,1256,519,108,70401,1256,1
AD-SNS-0495,SCE Calibration Proximity Switch,ADAS & Diagnosis,SCE Calibration,"Sensors, encoders & switches",intermittent,Medium,SUP-003,EU,50.0,Electronics Cage,Active,C,NC,R-T21,PALLET,1132,688,252,196262,1132,0
TC-PCB-0616,Basic Line TC Processor Module,Tyre Changer,Basic Line TC,Control boards & displays,rare_critical,Medium,SUP-003,EU,960.0,Electronics Cage,Active,A,NC,R-A85,PALLET,976,678,156,103230,976,0
VL-PCB-0199,Alignment Lift I/O Board,Vehicle Lift,Alignment Lift,Control boards & displays,rare_critical,High,SUP-011,EU,630.0,Electronics Cage,Active,A,NC,R-C52,D,288,221,102,6492,288,0
TC-SNS-0571,A2024 LL Limit Switch,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,High,SUP-006,EU,29.48,Electronics Cage,Active,C,NC,R-B41,PALLET,975,557,886,481164,975,0
VL-SNS-0326,ERCO Lift Speed Sensor,Vehicle Lift,ERCO Lift,"Sensors, encoders & switches",intermittent,Medium,SUP-011,EU,520.0,Electronics Cage,Active,A,NC,R-S82,D,260,182,86,4070,260,1
WA-SNS-0115,3D Aligner Speed Sensor,Wheel Aligner,3D Aligner,"Sensors, encoders & switches",intermittent,Critical,SUP-013,North America,135.0,Electronics Cage,Active,B,NC,R-M57,D,289,230,42,2792,289,0
TC-SNS-0913,Artiglio Master Limit Switch,Tyre Changer,Artiglio Master,"Sensors, encoders & switches",intermittent,Critical,SUP-020,EU,105.0,Electronics Cage,Active,B,NC,R-T22,D,97,152,169,2492,169,0
TC-PCB-0564,Artiglio Master Display Module,Tyre Changer,Artiglio Master,Control boards & displays,rare_critical,High,SUP-015,EU,1370.0,Electronics Cage,Active,A,NC,R-Y69,F,438,196,38,3262,438,0
VL-HYD-0551,ERCO Lift Flow Valve,Vehicle Lift,ERCO Lift,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-012,Italy,65.0,Small Rack,Active,B,NC,R-N11,E,338,239,115,9290,338,0
WA-SNS-0458,Exact Precision Load Cell,Wheel Aligner,Exact Precision,"Sensors, encoders & switches",intermittent,Critical,SUP-010,EU,50.0,Electronics Cage,Active,C,NC,R-S91,B,53,103,29,158,103,0
TC-PNE-0642,Basic Line TC Manifold Valve,Tyre Changer,Basic Line TC,Pneumatic valves & cylinders,intermittent,High,SUP-004,EU,85.0,Small Rack,Active,B,NC,R-C33,D,275,153,97,4081,275,0
TE-CMP-0949,Brake Tester Bead Breaker Pad,Technical Control,Brake Tester,"Clamps, jaws & tooling",regular,Medium,SUP-011,EU,240.0,Small Rack,Active,A,D,R-T34,B,104,30,95,296,104,1
WB-MTR-0606,Mobile Balancer Rotation Drive,Wheel Balancer,Mobile Balancer,"Motors, drives & gearboxes",rare_critical,Medium,SUP-002,Italy,1600.0,Heavy Rack,Active,A,NC,R-B40,E,337,372,141,17676,372,0
VL-SNS-0275,Scissor Lift Calibration Sensor,Vehicle Lift,Scissor Lift,"Sensors, encoders & switches",intermittent,Medium,SUP-018,EU,65.0,Electronics Cage,Active,B,NC,R-S39,B,132,99,11,144,132,0
WA-CAB-0819,Camera Aligner Power Cable,Wheel Aligner,Camera Aligner,"Cables, connectors & harnesses",intermittent,Low,SUP-004,EU,55.0,Bin,Active,B,NC,R-F73,E,391,346,30,4059,391,1
WA-SNS-0465,3D Aligner Speed Sensor,Wheel Aligner,3D Aligner,"Sensors, encoders & switches",intermittent,Low,SUP-007,Eastern Europe,270.0,Electronics Cage,Active,A,NC,R-A72,B,31,54,117,196,117,1
WB-HYD-0971,Eyelight Hydraulic Seal Kit,Wheel Balancer,Eyelight,"Hydraulic pumps, hoses & seals",intermittent,Critical,SUP-014,Eastern Europe,215.0,Small Rack,Phase-out,A,NC,R-C04,E,140,297,31,1289,297,0
TE-HYD-0641,Brake Tester Flow Valve,Technical Control,Brake Tester,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-015,EU,48.36,Small Rack,Active,C,NC,R-S38,D,111,120,143,1905,143,0
VL-MTR-0319,Two-Post Lift Servo Motor,Vehicle Lift,Two-Post Lift,"Motors, drives & gearboxes",rare_critical,High,SUP-011,EU,390.0,Heavy Rack,Active,B,NC,R-S63,E,402,272,80,8748,402,1
TC-SNS-0974,HD1200 Truck Proximity Switch,Tyre Changer,HD1200 Truck,"Sensors, encoders & switches",intermittent,Medium,SUP-009,Italy,185.0,Electronics Cage,Active,A,NC,R-C57,B,111,80,42,373,111,0
TC-MTR-0307,Basic Line TC Motor Brake,Tyre Changer,Basic Line TC,"Motors, drives & gearboxes",rare_critical,High,SUP-009,Italy,415.0,Heavy Rack,Active,B,NC,R-Q14,D,82,182,64,955,182,0
WB-PCB-0876,ET Series Control Board,Wheel Balancer,ET Series,Control boards & displays,rare_critical,High,SUP-019,EU,1530.0,Electronics Cage,Active,A,NC,R-D76,E,376,220,59,4880,376,1
WB-PCB-0563,ET Series Operator Panel,Wheel Balancer,ET Series,Control boards & displays,rare_critical,High,SUP-013,North America,980.0,Electronics Cage,Active,A,NC,R-Y39,E,345,356,40,4913,356,0
TE-BRG-0109,Suspension Tester Support Bushing,Technical Control,Suspension Tester,Bearings & shafts,regular,High,SUP-003,EU,80.0,Bin,Active,A,D,R-I77,B,140,65,35,318,140,1
TC-BLT-0062,A2024 LL Timing Belt,Tyre Changer,A2024 LL,Belts & pulleys,regular,Low,SUP-011,EU,50.0,Bin,Active,B,D,R-S82,B,78,48,110,412,110,1
WA-CMP-0472,Camera Aligner Turntable Clamp,Wheel Aligner,Camera Aligner,"Clamps, jaws & tooling",regular,Medium,SUP-001,Italy,205.0,Small Rack,Active,A,D,R-A06,VER,772,647,193,96400,772,1
VL-CMP-0353,Alignment Lift Jaw Cover,Vehicle Lift,Alignment Lift,"Clamps, jaws & tooling",regular,High,SUP-018,EU,455.0,Small Rack,Active,A,D,R-B46,B,43,128,67,369,128,1
TC-SNS-0440,Artiglio Master Calibration Sensor,Tyre Changer,Artiglio Master,"Sensors, encoders & switches",intermittent,High,SUP-006,EU,155.0,Electronics Cage,Phase-out,B,NC,R-F14,D,170,104,41,725,170,0
WA-PNE-0718,REMO Foot Pedal Valve,Wheel Aligner,REMO,Pneumatic valves & cylinders,intermittent,High,SUP-010,EU,44.47,Small Rack,Active,C,NC,R-D72,F,365,517,129,24343,517,1
WA-PNE-0006,3D Aligner Pneumatic Cylinder,Wheel Aligner,3D Aligner,Pneumatic valves & cylinders,intermittent,Critical,SUP-015,EU,105.0,Small Rack,Active,B,NC,R-C19,E,156,256,78,3115,256,0
WB-PCB-0805,EM 9000 Power Supply Board,Wheel Balancer,EM 9000,Control boards & displays,rare_critical,High,SUP-003,EU,430.0,Electronics Cage,Active,A,NC,R-Q84,D,151,227,115,3942,227,0
WA-SNS-0527,REMO Limit Switch,Wheel Aligner,REMO,"Sensors, encoders & switches",intermittent,High,SUP-018,EU,95.0,Electronics Cage,Active,B,NC,R-Y25,B,105,72,96,726,105,0
VL-MTR-0147,Scissor Lift Rotation Drive,Vehicle Lift,Scissor Lift,"Motors, drives & gearboxes",rare_critical,High,SUP-018,EU,2300.0,Heavy Rack,Active,A,NC,R-H88,E,354,219,101,7830,354,0
TE-PCB-0708,Suspension Tester Operator Panel,Technical Control,Suspension Tester,Control boards & displays,rare_critical,Low,SUP-018,EU,940.0,Electronics Cage,Active,A,NC,R-Q26,B,34,120,41,167,120,1
TC-SNS-0863,A2024 LL Proximity Switch,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,High,SUP-017,EU,150.0,Electronics Cage,Active,A,NC,R-F87,B,48,133,111,709,133,0
WA-SNS-0901,Camera Aligner Position Sensor,Wheel Aligner,Camera Aligner,"Sensors, encoders & switches",intermittent,Medium,SUP-013,North America,90.0,Electronics Cage,Active,B,NC,R-T83,E,249,203,29,1466,249,0
TE-SAF-0340,Brake Tester Guard Switch,Technical Control,Brake Tester,"Safety locks, guards & interlocks",rare_critical,High,SUP-006,EU,710.0,Small Rack,Active,A,NC,R-Q51,PALLET,943,787,313,232290,943,0
TC-MTR-0393,Artiglio Master Gear Motor,Tyre Changer,Artiglio Master,"Motors, drives & gearboxes",rare_critical,High,SUP-009,Italy,670.0,Heavy Rack,Active,A,NC,R-C42,VER,1317,415,52,28421,1317,0
AD-PNE-0804,Camera Calibration Solenoid Valve,ADAS & Diagnosis,Camera Calibration,Pneumatic valves & cylinders,intermittent,High,SUP-017,EU,85.0,Small Rack,Active,B,NC,R-I28,D,138,169,124,2892,169,0
VL-SNS-0298,Two-Post Lift Speed Sensor,Vehicle Lift,Two-Post Lift,"Sensors, encoders & switches",intermittent,Critical,SUP-001,Italy,205.0,Electronics Cage,Active,A,NC,R-P71,E,313,242,150,11362,313,0
AD-PCB-0744,SCE Calibration Control Board,ADAS & Diagnosis,SCE Calibration,Control boards & displays,rare_critical,Medium,SUP-020,EU,980.0,Electronics Cage,Active,A,NC,R-Q63,D,236,218,27,1389,236,0
TC-MTR-0745,Basic Line TC Motor Brake,Tyre Changer,Basic Line TC,"Motors, drives & gearboxes",rare_critical,High,SUP-010,EU,1210.0,Heavy Rack,Active,A,NC,R-I19,VER,938,759,79,56243,938,0
TC-MTR-0262,Basic Line TC Motor Brake,Tyre Changer,Basic Line TC,"Motors, drives & gearboxes",rare_critical,High,SUP-019,EU,750.0,Heavy Rack,Active,A,NC,R-S14,E,237,321,151,11488,321,0
VL-PCB-0229,ERCO Lift Power Supply Board,Vehicle Lift,ERCO Lift,Control boards & displays,rare_critical,High,SUP-018,EU,445.0,Electronics Cage,Active,A,NC,R-F53,D,218,187,76,3098,218,0
TC-HYD-0373,Artiglio Master Hydraulic Seal Kit,Tyre Changer,Artiglio Master,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-020,EU,55.0,Small Rack,Active,C,NC,R-D40,F,430,257,175,19339,430,0
TC-PCB-0730,Artiglio Master Power Supply Board,Tyre Changer,Artiglio Master,Control boards & displays,rare_critical,High,SUP-019,EU,190.0,Electronics Cage,Active,B,NC,R-Y30,D,154,118,34,618,154,0
VL-PCB-0703,Two-Post Lift Processor Module,Vehicle Lift,Two-Post Lift,Control boards & displays,rare_critical,High,SUP-005,Eastern Europe,1770.0,Electronics Cage,Active,A,NC,R-I64,F,270,573,190,29395,573,1
TC-PCB-0106,Basic Line TC Keypad Board,Tyre Changer,Basic Line TC,Control boards & displays,rare_critical,Critical,SUP-004,EU,720.0,Electronics Cage,Active,A,NC,R-A52,F,264,390,67,6898,390,0
VL-SNS-0634,Two-Post Lift Load Cell,Vehicle Lift,Two-Post Lift,"Sensors, encoders & switches",intermittent,High,SUP-006,EU,60.0,Electronics Cage,Active,C,NC,R-Q75,E,205,268,130,7142,268,0
TE-SAF-0166,Brake Tester Safety Lock,Technical Control,Brake Tester,"Safety locks, guards & interlocks",rare_critical,High,SUP-013,North America,495.0,Small Rack,Active,A,NC,R-C59,D,129,230,150,4450,230,0
WA-MTR-0806,REMO Motor Brake,Wheel Aligner,REMO,"Motors, drives & gearboxes",rare_critical,Medium,SUP-019,EU,1020.0,Heavy Rack,Active,A,NC,R-Q94,D,148,83,87,1069,148,0
TC-PCB-0196,A2024 LL Operator Panel,Tyre Changer,A2024 LL,Control boards & displays,rare_critical,High,SUP-017,EU,355.0,Electronics Cage,Active,B,NC,R-I68,E,128,240,129,3963,240,0
TC-SAF-0428,HD1200 Truck Guard Switch,Tyre Changer,HD1200 Truck,"Safety locks, guards & interlocks",rare_critical,High,SUP-015,EU,310.0,Small Rack,Phase-out,B,NC,R-D92,D,242,180,158,6882,242,0
AD-SNS-0453,Radar Calibration Calibration Sensor,ADAS & Diagnosis,Radar Calibration,"Sensors, encoders & switches",intermittent,Critical,SUP-013,North America,50.0,Electronics Cage,Active,C,NC,R-H02,B,116,100,47,545,116,0
AD-PCB-0097,Radar Calibration Operator Panel,ADAS & Diagnosis,Radar Calibration,Control boards & displays,rare_critical,High,SUP-008,EU,380.0,Electronics Cage,Active,A,NC,R-I86,PALLET,794,625,617,306186,794,0
TC-PCB-0555,A2024 LL Power Supply Board,Tyre Changer,A2024 LL,Control boards & displays,rare_critical,Critical,SUP-010,EU,1440.0,Electronics Cage,New,A,NC,R-I55,VER,713,455,96,31144,713,0
AD-PCB-0679,Camera Calibration Display Module,ADAS & Diagnosis,Camera Calibration,Control boards & displays,rare_critical,High,SUP-015,EU,220.0,Electronics Cage,Active,B,NC,R-T93,D,219,179,21,823,219,0
TC-MTR-0787,Basic Line TC Inverter Drive,Tyre Changer,Basic Line TC,"Motors, drives & gearboxes",rare_critical,Medium,SUP-001,Italy,1970.0,Heavy Rack,New,A,NC,R-Y48,D,145,81,152,1785,152,0
TC-PCB-0743,Basic Line TC Display Module,Tyre Changer,Basic Line TC,Control boards & displays,rare_critical,Critical,SUP-016,EU,1690.0,Electronics Cage,Active,A,NC,R-N35,F,586,314,175,32201,586,0
WB-SNS-0658,Eyelight Encoder Sensor,Wheel Balancer,Eyelight,"Sensors, encoders & switches",intermittent,Medium,SUP-011,EU,35.61,Electronics Cage,Active,C,NC,R-M64,B,89,134,92,1097,134,0
TC-SAF-0174,Artiglio Master Safety Latch,Tyre Changer,Artiglio Master,"Safety locks, guards & interlocks",rare_critical,High,SUP-003,EU,900.0,Small Rack,Active,A,NC,R-Q50,D,85,106,91,820,106,0
AD-PCB-0285,Camera Calibration Power Supply Board,ADAS & Diagnosis,Camera Calibration,Control boards & displays,rare_critical,Medium,SUP-016,EU,750.0,Electronics Cage,Active,A,NC,R-E48,B,107,139,28,416,139,1
VL-HYD-0486,ERCO Lift Hose Coupling,Vehicle Lift,ERCO Lift,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-007,Eastern Europe,22.53,Small Rack,Active,C,NC,R-E67,F,607,469,187,53236,607,1
TE-PNE-0014,Inspection Line Manifold Valve,Technical Control,Inspection Line,Pneumatic valves & cylinders,intermittent,Medium,SUP-005,Eastern Europe,60.0,Small Rack,Active,B,NC,R-N33,B,66,43,69,196,69,0
WB-PNE-0903,ET Series Air Regulator,Wheel Balancer,ET Series,Pneumatic valves & cylinders,intermittent,Medium,SUP-006,EU,36.61,Small Rack,Active,C,NC,R-I61,D,97,123,85,1014,123,0
TC-PCB-0681,A2024 LL Operator Panel,Tyre Changer,A2024 LL,Control boards & displays,rare_critical,Medium,SUP-005,Eastern Europe,215.0,Electronics Cage,Active,B,NC,R-I68,D,136,186,165,4174,186,0
WA-SNS-0264,3D Aligner Limit Switch,Wheel Aligner,3D Aligner,"Sensors, encoders & switches",intermittent,Medium,SUP-014,Eastern Europe,34.31,Electronics Cage,Active,C,NC,R-C81,D,203,230,148,6910,230,1
WB-SAF-0609,Eyelight Safety Lock,Wheel Balancer,Eyelight,"Safety locks, guards & interlocks",rare_critical,Medium,SUP-010,EU,670.0,Small Rack,Active,A,NC,R-B88,B,135,112,46,696,135,0
VL-PCB-0801,Alignment Lift Control Board,Vehicle Lift,Alignment Lift,Control boards & displays,rare_critical,Medium,SUP-004,EU,390.0,Electronics Cage,Active,A,NC,R-A08,D,107,202,33,713,202,0
WB-MTR-0045,EM 9000 Rotation Drive,Wheel Balancer,EM 9000,"Motors, drives & gearboxes",rare_critical,High,SUP-012,Italy,570.0,Heavy Rack,Active,B,NC,R-P87,VER,1117,367,82,33615,1117,0
WB-PCB-0117,ET Series Control Board,Wheel Balancer,ET Series,Control boards & displays,rare_critical,High,SUP-009,Italy,230.0,Electronics Cage,Active,B,NC,R-S40,PALLET,1155,787,574,521757,1155,0
WA-MTR-0364,Exact Precision Servo Motor,Wheel Aligner,Exact Precision,"Motors, drives & gearboxes",rare_critical,Medium,SUP-006,EU,1670.0,Heavy Rack,Active,A,NC,R-N54,B,119,24,101,288,119,0
WB-SNS-0542,ET Series Proximity Switch,Wheel Balancer,ET Series,"Sensors, encoders & switches",intermittent,Medium,SUP-007,Eastern Europe,170.0,Electronics Cage,Active,A,NC,R-N46,D,128,177,39,884,177,0
TC-SAF-0136,Basic Line TC Safety Lock,Tyre Changer,Basic Line TC,"Safety locks, guards & interlocks",rare_critical,High,SUP-015,EU,780.0,Small Rack,Active,A,NC,R-S15,D,151,182,72,1979,182,0
AD-HYD-0946,SCE Calibration Hose Coupling,ADAS & Diagnosis,SCE Calibration,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-016,EU,39.67,Small Rack,Phase-out,C,NC,R-I19,VER,1186,531,66,41565,1186,0
VL-MTR-0420,Two-Post Lift Motor Brake,Vehicle Lift,Two-Post Lift,"Motors, drives & gearboxes",rare_critical,Critical,SUP-002,Italy,560.0,Heavy Rack,Active,B,NC,R-H21,B,26,146,44,167,146,1
WB-PCB-0623,EM 9000 Processor Module,Wheel Balancer,EM 9000,Control boards & displays,rare_critical,Critical,SUP-011,EU,1710.0,Electronics Cage,Active,A,NC,R-F20,VER,975,711,82,56844,975,0
TC-HYD-0019,HD1200 Truck Hose Coupling,Tyre Changer,HD1200 Truck,"Hydraulic pumps, hoses & seals",intermittent,Critical,SUP-003,EU,65.0,Small Rack,Active,C,NC,R-D55,E,361,251,122,11055,361,0
TE-PCB-0957,Suspension Tester Processor Module,Technical Control,Suspension Tester,Control boards & displays,rare_critical,Critical,SUP-016,EU,335.0,Electronics Cage,Active,B,NC,R-G92,PALLET,811,406,841,276913,841,0
AD-MTR-0887,Radar Calibration Rotation Drive,ADAS & Diagnosis,Radar Calibration,"Motors, drives & gearboxes",rare_critical,High,SUP-008,EU,1160.0,Heavy Rack,Active,A,NC,R-D22,D,235,146,117,4014,235,0
WA-PCB-0669,3D Aligner Operator Panel,Wheel Aligner,3D Aligner,Control boards & displays,rare_critical,Critical,SUP-014,Eastern Europe,880.0,Electronics Cage,Active,A,NC,R-N45,ORANGE,966,649,694,435092,966,0
WB-PCB-0269,Eyelight Power Supply Board,Wheel Balancer,Eyelight,Control boards & displays,rare_critical,High,SUP-011,EU,1670.0,Electronics Cage,Active,A,NC,R-C86,VER,879,644,133,75288,879,0
WA-HYD-0077,Camera Aligner Hydraulic Seal Kit,Wheel Aligner,Camera Aligner,"Hydraulic pumps, hoses & seals",intermittent,Low,SUP-018,EU,21.4,Small Rack,New,C,NC,R-N66,D,146,86,160,2009,160,0
WB-SAF-0835,Eyelight Interlock Switch,Wheel Balancer,Eyelight,"Safety locks, guards & interlocks",rare_critical,High,SUP-008,EU,160.0,Small Rack,Active,C,NC,R-B91,D,268,189,43,2178,268,0
TC-MTR-0243,Basic Line TC Motor Brake,Tyre Changer,Basic Line TC,"Motors, drives & gearboxes",rare_critical,High,SUP-003,EU,590.0,Heavy Rack,Active,A,NC,R-I01,E,177,128,62,1405,177,0
WB-MTR-0748,EM 9000 Inverter Drive,Wheel Balancer,EM 9000,"Motors, drives & gearboxes",rare_critical,Critical,SUP-009,Italy,1630.0,Heavy Rack,Active,A,NC,R-H87,E,234,329,55,4234,329,0
TE-SAF-0845,Brake Tester Safety Lock,Technical Control,Brake Tester,"Safety locks, guards & interlocks",rare_critical,High,SUP-009,Italy,370.0,Small Rack,Active,B,NC,R-F06,VER,1315,422,54,29966,1315,0
WA-SNS-0104,Camera Aligner Position Sensor,Wheel Aligner,Camera Aligner,"Sensors, encoders & switches",intermittent,High,SUP-010,EU,36.36,Electronics Cage,Active,C,NC,R-Z17,D,195,157,117,3582,195,0
TE-SNS-0837,Suspension Tester Speed Sensor,Technical Control,Suspension Tester,"Sensors, encoders & switches",intermittent,Critical,SUP-019,EU,60.0,Electronics Cage,Active,C,NC,R-N06,PALLET,980,438,218,93574,980,0
